Total.Enrollment,Grade.PK,Grade.K,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Female,Male,Asian,Black,Hispanic,Others,White,Disabled.Students,English.Learners,Poverty
180,0,0,0,0,0,0,0,0,0,0,14,70,48,48,94,86,5,62,108,2,3,30,6,124
175,0,0,0,0,0,0,0,0,0,0,22,79,46,28,92,83,5,62,106,1,1,36,11,140
2059,0,0,0,0,0,0,0,0,0,0,610,474,462,513,767,1292,155,473,1189,25,217,489,194,1473
1535,0,0,0,0,0,0,0,0,0,0,475,366,331,363,550,985,143,339,872,21,160,389,158,1115
1092,0,0,0,0,0,0,0,0,0,0,404,245,221,222,395,697,130,246,582,18,116,279,118,767
829,0,0,0,0,0,0,0,0,0,0,304,222,141,162,319,510,115,188,413,21,92,195,108,603
732,0,0,0,0,0,0,0,0,0,0,305,158,163,106,277,455,112,172,358,13,77,177,99,590
361,0,0,0,0,0,0,0,97,133,131,0,0,0,0,173,188,0,105,252,0,4,105,71,332
353,0,0,0,0,0,0,0,107,104,142,0,0,0,0,164,189,1,103,247,1,1,104,88,325
316,0,0,0,0,0,0,0,106,107,103,0,0,0,0,149,167,0,65,244,3,4,98,84,300
297,0,0,0,0,0,0,0,91,106,100,0,0,0,0,140,157,1,65,227,4,0,91,84,263
309,0,0,0,0,0,0,0,100,99,110,0,0,0,0,136,173,4,71,227,4,3,93,75,292
107,0,0,0,0,0,0,0,52,55,0,0,0,0,0,51,56,0,32,75,0,0,39,38,100
313,0,0,0,0,0,0,0,0,0,0,89,76,75,73,141,172,20,25,259,4,5,37,258,251
333,0,0,0,0,0,0,0,0,0,0,89,83,74,87,142,191,26,23,275,3,6,39,274,248
315,0,0,0,0,0,0,0,0,0,0,86,79,82,68,130,185,28,18,258,3,8,48,249,212
332,0,0,0,0,0,0,0,0,0,0,81,89,80,82,139,193,42,14,255,9,12,49,270,208
341,0,0,0,0,0,0,0,0,0,0,87,93,84,77,151,190,37,15,266,4,19,40,278,272
305,0,0,0,0,0,0,0,112,101,92,0,0,0,0,151,154,8,98,196,0,3,81,37,245
348,0,0,0,0,0,0,0,118,122,108,0,0,0,0,201,147,11,103,229,2,3,84,41,252
362,0,0,0,0,0,0,0,117,118,127,0,0,0,0,209,153,8,111,236,2,5,88,40,260
375,0,0,0,0,0,0,0,132,120,123,0,0,0,0,210,165,8,118,243,1,5,96,41,277
385,0,0,0,0,0,0,0,130,134,121,0,0,0,0,201,184,10,130,239,2,4,107,35,305
315,0,0,0,0,0,0,0,0,0,0,92,82,60,81,158,157,12,96,202,1,4,98,30,230
326,0,0,0,0,0,0,0,0,0,0,99,85,69,73,145,181,13,105,201,3,4,100,34,242
322,0,0,0,0,0,0,0,0,0,0,97,86,72,67,145,177,10,100,205,4,3,89,32,231
296,0,0,0,0,0,0,0,0,0,0,61,87,75,73,141,155,12,88,187,7,2,87,27,215
553,0,0,0,0,0,0,0,0,0,0,86,152,150,165,237,316,34,170,325,12,12,162,87,474
262,0,0,0,0,0,0,0,59,98,105,0,0,0,0,133,129,7,27,179,0,49,81,22,209
225,0,0,0,0,0,0,0,60,70,95,0,0,0,0,108,117,4,23,157,0,41,81,15,173
249,0,0,0,0,0,0,0,90,81,78,0,0,0,0,117,132,9,24,172,0,44,73,14,210
324,0,0,0,0,0,0,0,102,102,120,0,0,0,0,140,184,11,45,226,1,41,85,42,273
331,0,0,0,0,0,0,0,107,111,113,0,0,0,0,151,180,9,58,228,0,36,103,39,286
341,0,0,0,0,0,0,0,0,0,0,93,116,69,63,185,156,6,89,236,4,6,87,38,284
307,0,0,0,0,0,0,0,0,0,0,88,84,69,66,163,144,6,81,209,5,6,84,31,262
275,0,0,0,0,0,0,0,0,0,0,89,79,51,56,150,125,9,69,186,6,5,94,41,245
242,0,0,0,0,0,0,0,0,0,0,76,65,53,48,133,109,5,55,175,3,4,83,47,218
148,0,0,0,0,0,0,0,0,0,0,11,27,43,67,70,78,4,29,110,1,4,50,44,137
364,0,0,0,0,0,0,0,0,0,0,79,106,85,94,171,193,2,132,226,1,3,99,48,302
325,0,0,0,0,0,0,0,0,0,0,83,78,73,91,131,194,0,122,198,3,2,103,37,298
234,0,0,0,0,0,0,0,0,0,0,73,45,50,66,100,134,1,83,146,1,3,78,30,201
172,0,0,0,0,0,0,0,0,0,0,29,43,45,55,78,94,1,60,109,1,1,61,22,151
199,0,0,0,0,0,0,0,0,0,0,69,51,38,41,79,120,3,59,132,1,4,59,43,175
214,0,0,0,0,0,0,0,0,0,0,33,65,69,47,117,97,1,80,130,1,2,10,8,168
207,0,0,0,0,0,0,0,0,0,0,43,73,65,26,104,103,1,70,130,2,4,14,7,166
215,0,0,0,0,0,0,0,0,0,0,58,77,54,26,105,110,2,79,126,3,5,20,7,165
214,0,0,0,0,0,0,0,0,0,0,58,78,52,26,112,102,1,80,126,2,5,21,3,182
226,0,0,0,0,0,0,0,0,0,0,55,94,60,17,125,101,2,86,132,2,4,18,10,201
251,0,0,0,0,0,0,0,0,0,0,143,108,0,0,134,117,11,78,133,8,21,62,19,200
396,0,0,0,0,0,0,0,0,0,0,163,138,95,0,188,208,18,106,224,13,35,89,27,286
540,0,0,0,0,0,0,0,0,0,0,162,156,144,78,258,282,31,134,304,18,53,117,29,330
589,0,0,0,0,0,0,0,0,0,0,173,152,149,115,273,316,33,141,339,17,59,127,42,400
609,0,0,0,0,0,0,0,0,0,0,187,137,139,146,286,323,30,140,358,13,68,138,50,491
161,0,0,0,0,0,0,0,0,0,0,93,68,0,0,103,58,2,58,95,6,0,32,35,151
240,0,0,0,0,0,0,0,0,0,0,102,82,56,0,163,77,3,84,147,6,0,41,37,220
305,0,0,0,0,0,0,0,0,0,0,107,83,63,52,196,109,5,109,182,5,4,64,45,275
305,0,0,0,0,0,0,0,0,0,0,88,91,73,53,193,112,3,116,175,6,5,74,52,271
305,0,0,0,0,0,0,0,0,0,0,93,74,93,45,176,129,3,99,196,1,6,84,64,276
195,0,0,0,0,0,0,0,0,0,0,105,90,0,0,70,125,3,72,110,7,3,54,13,142
332,0,0,0,0,0,0,0,0,0,0,125,113,94,0,122,210,8,116,199,6,3,94,27,238
440,0,0,0,0,0,0,0,0,0,0,114,132,112,82,145,295,13,144,272,8,3,118,30,307
469,0,0,0,0,0,0,0,0,0,0,108,114,118,129,151,318,12,147,294,6,10,127,44,315
457,0,0,0,0,0,0,0,0,0,0,104,108,109,136,143,314,15,142,286,5,9,122,42,344
201,0,0,0,0,0,0,0,105,96,0,0,0,0,0,90,111,34,38,123,2,4,49,34,175
306,0,0,0,0,0,0,0,100,108,98,0,0,0,0,149,157,61,59,179,3,4,67,50,244
301,0,0,0,0,0,0,0,90,105,106,0,0,0,0,154,147,69,55,168,6,3,64,46,252
333,0,0,0,0,0,0,0,128,89,116,0,0,0,0,169,164,71,49,191,4,18,66,61,298
336,0,0,0,0,0,0,0,121,120,95,0,0,0,0,176,160,63,48,204,4,17,77,42,282
507,0,44,64,60,71,56,46,56,55,55,0,0,0,0,244,263,2,270,229,2,4,105,50,499
548,27,54,58,79,54,69,44,50,52,61,0,0,0,0,261,287,2,288,250,3,5,123,58,529
599,30,64,61,63,75,62,72,57,49,66,0,0,0,0,278,321,3,315,271,5,5,153,74,575
574,26,60,59,58,59,65,62,67,62,56,0,0,0,0,268,306,4,314,243,8,5,149,70,554
571,26,60,67,50,69,58,55,56,69,61,0,0,0,0,271,300,4,311,243,6,7,142,68,528
755,0,118,119,127,138,129,124,0,0,0,0,0,0,0,370,385,3,222,518,5,7,146,216,716
739,0,101,118,126,126,134,134,0,0,0,0,0,0,0,347,392,2,240,490,2,5,152,170,718
698,0,114,108,114,117,113,132,0,0,0,0,0,0,0,332,366,2,206,482,5,3,155,176,675
674,0,108,130,104,108,113,111,0,0,0,0,0,0,0,340,334,1,181,486,1,5,162,168,619
597,0,88,112,105,95,95,102,0,0,0,0,0,0,0,309,288,0,157,433,2,5,132,149,557
570,0,0,0,0,0,0,0,157,199,214,0,0,0,0,282,288,9,159,396,1,5,125,193,523
487,0,0,0,0,0,0,0,142,152,193,0,0,0,0,241,246,6,138,339,2,2,118,186,474
425,0,0,0,0,0,0,0,142,139,144,0,0,0,0,190,235,4,108,307,1,5,100,158,402
419,0,0,0,0,0,0,0,142,132,145,0,0,0,0,186,233,2,86,325,3,3,91,167,388
444,0,0,0,0,0,0,0,137,158,149,0,0,0,0,203,241,6,92,335,2,9,105,159,433
736,36,107,108,133,120,97,135,0,0,0,0,0,0,0,317,419,3,128,591,12,2,159,222,733
740,36,142,113,110,122,120,97,0,0,0,0,0,0,0,336,404,4,141,589,3,3,139,246,736
768,54,98,146,119,107,128,116,0,0,0,0,0,0,0,331,437,5,135,621,2,5,163,243,761
751,46,122,93,132,113,110,135,0,0,0,0,0,0,0,307,444,9,143,589,2,8,179,227,732
720,51,104,132,88,132,106,107,0,0,0,0,0,0,0,301,419,7,135,566,3,9,166,215,686
661,0,111,134,120,95,85,116,0,0,0,0,0,0,0,315,346,8,188,447,13,5,150,156,642
710,0,109,129,131,136,114,91,0,0,0,0,0,0,0,332,378,4,200,486,13,7,172,159,687
696,0,105,102,119,129,123,118,0,0,0,0,0,0,0,322,374,7,201,474,9,5,170,172,665
671,0,107,103,89,114,130,128,0,0,0,0,0,0,0,322,349,7,193,458,6,7,152,183,646
661,0,108,116,102,96,113,126,0,0,0,0,0,0,0,313,348,5,178,461,8,9,147,181,600
460,32,62,74,79,82,63,68,0,0,0,0,0,0,0,227,233,3,200,247,2,8,112,57,457
453,32,74,73,73,70,83,48,0,0,0,0,0,0,0,218,235,2,187,253,2,9,121,65,451
441,27,79,58,65,72,69,71,0,0,0,0,0,0,0,223,218,2,179,249,2,9,115,69,437
444,30,77,74,59,64,72,68,0,0,0,0,0,0,0,222,222,3,174,262,1,4,126,65,440
439,33,69,73,69,66,59,70,0,0,0,0,0,0,0,225,214,3,179,255,1,1,117,56,438
1320,36,218,210,216,203,235,202,0,0,0,0,0,0,0,644,676,12,469,827,1,11,211,361,1224
1321,54,214,225,205,183,217,223,0,0,0,0,0,0,0,644,677,9,437,856,3,16,195,310,1203
1259,54,216,178,206,206,198,201,0,0,0,0,0,0,0,608,651,10,414,811,4,20,189,331,1115
1189,53,212,183,173,187,203,178,0,0,0,0,0,0,0,588,601,12,354,801,4,18,183,329,976
1143,53,152,190,166,185,205,192,0,0,0,0,0,0,0,568,575,19,340,763,2,19,177,338,1041
684,35,98,104,113,126,125,83,0,0,0,0,0,0,0,335,349,0,344,340,0,0,119,93,657
720,65,98,97,109,123,119,109,0,0,0,0,0,0,0,377,343,1,360,356,2,1,133,94,682
726,70,100,109,106,110,128,103,0,0,0,0,0,0,0,359,367,0,341,381,3,1,139,82,681
702,72,88,105,107,100,106,124,0,0,0,0,0,0,0,336,366,1,348,348,1,4,145,86,656
642,66,100,83,89,108,98,98,0,0,0,0,0,0,0,328,314,0,323,312,0,7,123,78,625
456,0,83,104,66,68,61,74,0,0,0,0,0,0,0,220,236,1,107,333,7,8,116,103,417
488,35,75,86,103,61,72,56,0,0,0,0,0,0,0,231,257,1,121,353,7,6,102,95,453
505,32,78,79,87,93,70,66,0,0,0,0,0,0,0,245,260,1,131,358,8,7,108,99,437
502,24,82,82,81,81,92,60,0,0,0,0,0,0,0,241,261,3,136,349,5,9,123,107,441
471,31,53,70,76,77,86,78,0,0,0,0,0,0,0,220,251,2,118,339,3,9,121,102,449
588,36,103,115,88,98,74,74,0,0,0,0,0,0,0,310,278,1,216,354,2,15,117,109,559
599,36,107,99,110,86,93,68,0,0,0,0,0,0,0,299,300,3,208,372,4,12,126,118,564
650,51,109,99,92,117,81,101,0,0,0,0,0,0,0,343,307,2,234,394,2,18,138,127,623
619,46,94,113,88,85,106,87,0,0,0,0,0,0,0,314,305,3,225,366,5,20,122,126,592
589,50,89,84,104,80,79,103,0,0,0,0,0,0,0,292,297,4,216,347,5,17,120,117,562
1388,0,235,241,221,252,209,230,0,0,0,0,0,0,0,697,691,22,346,1006,7,7,206,341,1368
1332,0,204,229,216,246,234,203,0,0,0,0,0,0,0,638,694,15,323,979,5,10,231,341,1314
1356,0,215,210,218,229,248,236,0,0,0,0,0,0,0,674,682,11,334,997,4,10,246,334,1333
1282,0,205,216,207,208,218,228,0,0,0,0,0,0,0,622,660,7,342,920,3,10,246,342,1260
1227,0,183,210,191,211,207,225,0,0,0,0,0,0,0,577,650,3,306,902,2,14,244,348,1181
872,50,146,145,125,134,136,136,0,0,0,0,0,0,0,429,443,0,231,629,1,11,160,184,837
827,54,126,139,141,117,121,129,0,0,0,0,0,0,0,409,418,1,206,608,1,11,162,193,761
793,49,114,144,123,132,115,116,0,0,0,0,0,0,0,366,427,0,196,587,2,8,172,171,733
734,36,101,120,133,121,123,100,0,0,0,0,0,0,0,336,398,1,186,531,5,11,150,172,670
706,47,96,95,119,112,121,116,0,0,0,0,0,0,0,337,369,0,158,527,4,17,137,165,665
214,0,71,51,45,47,0,0,0,0,0,0,0,0,0,119,95,3,70,141,0,0,33,40,187
205,0,56,65,48,36,0,0,0,0,0,0,0,0,0,116,89,1,66,137,1,0,36,27,169
188,0,50,46,50,42,0,0,0,0,0,0,0,0,0,112,76,1,58,127,2,0,34,28,157
169,0,52,41,30,46,0,0,0,0,0,0,0,0,0,93,76,1,46,121,1,0,29,33,135
142,0,44,43,33,22,0,0,0,0,0,0,0,0,0,78,64,1,28,111,0,2,25,34,131
819,54,114,127,137,137,145,105,0,0,0,0,0,0,0,382,437,1,186,626,1,5,183,193,785
812,54,110,116,131,135,131,135,0,0,0,0,0,0,0,383,429,3,177,626,1,5,178,203,757
769,51,119,106,112,127,125,129,0,0,0,0,0,0,0,367,402,2,150,612,1,4,150,191,711
714,54,108,118,91,103,115,125,0,0,0,0,0,0,0,325,389,0,133,578,0,3,130,187,657
661,42,113,102,109,88,101,106,0,0,0,0,0,0,0,313,348,0,115,542,1,3,114,155,610
471,36,85,90,69,70,68,53,0,0,0,0,0,0,0,228,243,2,209,237,5,18,123,53,453
481,34,82,88,65,73,70,69,0,0,0,0,0,0,0,236,245,1,203,253,4,20,126,61,456
476,35,70,96,73,62,67,73,0,0,0,0,0,0,0,235,241,0,202,248,4,22,121,55,462
469,35,67,75,92,64,65,71,0,0,0,0,0,0,0,242,227,2,191,254,0,22,104,70,448
458,31,78,55,85,70,75,64,0,0,0,0,0,0,0,232,226,1,176,248,1,32,106,72,445
877,0,136,132,137,138,175,159,0,0,0,0,0,0,0,420,457,38,192,629,10,8,161,290,868
833,0,129,139,138,139,129,159,0,0,0,0,0,0,0,391,442,41,197,576,9,10,156,256,821
790,0,119,135,122,132,147,135,0,0,0,0,0,0,0,369,421,32,175,561,7,15,157,263,771
795,0,108,139,128,128,146,146,0,0,0,0,0,0,0,371,424,29,177,558,6,25,173,265,786
753,0,118,102,141,121,134,137,0,0,0,0,0,0,0,359,394,26,172,528,5,22,144,265,711
642,0,0,0,0,0,0,0,193,209,240,0,0,0,0,306,336,9,106,515,8,4,167,231,610
618,0,0,0,0,0,0,0,210,197,211,0,0,0,0,281,337,10,97,503,3,5,170,233,547
575,0,0,0,0,0,0,0,146,220,209,0,0,0,0,254,321,12,95,461,3,4,160,236,501
562,0,0,0,0,0,0,0,179,160,223,0,0,0,0,257,305,11,100,444,3,4,160,222,494
513,0,0,0,0,0,0,0,158,178,177,0,0,0,0,243,270,10,90,409,2,2,124,203,485
704,36,117,115,120,126,93,97,0,0,0,0,0,0,0,374,330,0,188,506,2,8,102,149,684
723,87,112,113,99,98,120,94,0,0,0,0,0,0,0,384,339,4,203,506,2,8,95,149,701
718,82,127,115,101,87,101,105,0,0,0,0,0,0,0,383,335,4,190,507,3,14,100,159,690
625,63,100,108,100,91,76,87,0,0,0,0,0,0,0,336,289,4,144,464,2,11,101,148,609
571,55,94,86,90,88,89,69,0,0,0,0,0,0,0,300,271,5,127,426,3,10,96,139,553
363,0,0,0,0,0,0,0,135,111,117,0,0,0,0,195,168,10,146,206,0,1,46,25,344
359,0,0,0,0,0,0,0,120,130,109,0,0,0,0,190,169,6,150,202,0,1,52,30,337
371,0,0,0,0,0,0,0,131,118,122,0,0,0,0,213,158,6,166,197,1,1,57,19,340
360,0,0,0,0,0,0,0,127,122,111,0,0,0,0,206,154,6,155,197,2,0,57,19,335
363,0,0,0,0,0,0,0,120,125,118,0,0,0,0,215,148,4,149,203,5,2,62,17,339
492,0,82,88,85,72,82,83,0,0,0,0,0,0,0,239,253,1,215,270,2,4,138,65,440
487,0,99,78,90,82,69,69,0,0,0,0,0,0,0,231,256,2,206,275,2,2,118,61,416
442,0,85,73,64,77,82,61,0,0,0,0,0,0,0,215,227,2,195,240,3,2,108,58,368
403,0,55,71,71,70,67,69,0,0,0,0,0,0,0,196,207,1,171,226,2,3,105,53,335
370,0,64,39,69,68,65,65,0,0,0,0,0,0,0,183,187,1,166,202,0,1,97,54,348
589,0,108,83,106,103,93,96,0,0,0,0,0,0,0,279,310,7,189,387,3,3,116,230,583
566,18,77,107,77,96,97,94,0,0,0,0,0,0,0,288,278,8,204,348,4,2,115,183,561
549,18,81,84,101,74,96,95,0,0,0,0,0,0,0,272,277,7,202,329,5,6,117,177,542
523,18,67,93,86,87,82,90,0,0,0,0,0,0,0,242,281,6,184,322,3,8,113,194,517
481,18,64,71,91,77,85,75,0,0,0,0,0,0,0,229,252,4,175,293,2,7,109,181,479
283,0,93,100,90,0,0,0,0,0,0,0,0,0,0,143,140,5,63,205,3,7,50,62,228
275,0,95,93,87,0,0,0,0,0,0,0,0,0,0,125,150,10,54,201,7,3,47,66,211
297,0,102,97,98,0,0,0,0,0,0,0,0,0,0,137,160,6,60,224,4,3,46,94,227
276,0,93,96,87,0,0,0,0,0,0,0,0,0,0,123,153,6,70,193,3,4,42,86,203
263,0,87,86,90,0,0,0,0,0,0,0,0,0,0,123,140,4,67,187,2,3,38,78,231
797,49,122,131,129,145,123,98,0,0,0,0,0,0,0,372,425,2,246,543,1,5,154,208,781
798,52,116,110,124,144,131,121,0,0,0,0,0,0,0,377,421,2,238,547,4,7,165,213,767
806,53,125,128,104,138,129,129,0,0,0,0,0,0,0,378,428,3,242,543,6,12,179,232,786
799,41,117,125,141,125,127,123,0,0,0,0,0,0,0,355,444,8,237,534,6,14,177,234,769
749,54,110,100,123,134,113,115,0,0,0,0,0,0,0,348,401,11,193,505,24,16,150,207,730
583,36,93,109,81,103,87,74,0,0,0,0,0,0,0,300,283,2,171,400,6,4,116,61,472
591,36,81,92,114,85,98,85,0,0,0,0,0,0,0,304,287,7,165,408,6,5,121,50,459
620,36,78,86,101,131,86,102,0,0,0,0,0,0,0,305,315,9,177,418,6,10,140,63,476
619,36,67,86,97,117,131,85,0,0,0,0,0,0,0,319,300,10,173,419,6,11,144,68,476
630,36,74,69,84,122,123,122,0,0,0,0,0,0,0,303,327,12,167,441,4,6,136,74,538
335,0,0,0,0,0,0,27,95,106,107,0,0,0,0,207,128,24,166,140,2,3,43,35,305
299,0,0,0,0,0,0,38,59,101,101,0,0,0,0,170,129,14,139,141,2,3,41,37,257
269,0,0,0,0,0,0,18,81,65,105,0,0,0,0,147,122,16,121,128,3,1,49,41,203
256,0,0,0,0,0,0,0,112,82,62,0,0,0,0,124,132,17,114,120,3,2,60,53,196
317,0,0,0,0,0,0,0,134,105,78,0,0,0,0,164,153,18,150,142,3,4,78,48,287
930,0,116,118,125,114,98,84,92,94,89,0,0,0,0,490,440,38,67,806,15,4,145,325,707
960,0,122,123,116,120,118,99,85,89,88,0,0,0,0,498,462,36,61,847,8,8,171,305,749
1005,0,127,131,126,114,116,115,101,86,89,0,0,0,0,504,501,42,53,896,8,6,185,315,791
998,0,118,134,128,113,109,109,109,96,82,0,0,0,0,503,495,33,48,897,9,11,188,316,773
1009,0,117,118,131,114,110,106,115,107,91,0,0,0,0,499,510,28,44,918,8,11,191,290,875
373,0,0,0,0,0,0,0,108,124,141,0,0,0,0,183,190,3,147,222,1,0,93,118,350
326,0,0,0,0,0,0,0,96,97,133,0,0,0,0,148,178,2,114,207,1,2,89,115,292
331,0,0,0,0,0,0,0,129,89,113,0,0,0,0,155,176,2,121,202,2,4,105,103,300
311,0,0,0,0,0,0,0,115,103,93,0,0,0,0,149,162,2,124,180,2,3,88,75,278
352,0,0,0,0,0,0,0,128,118,106,0,0,0,0,153,199,2,135,211,1,3,107,94,332
356,0,0,0,0,0,0,0,0,0,0,119,89,74,74,159,197,4,106,244,1,1,88,108,277
382,0,0,0,0,0,0,0,0,0,0,140,95,73,74,164,218,5,109,264,3,1,88,104,280
395,0,0,0,0,0,0,0,0,0,0,161,114,77,43,182,213,4,97,289,3,2,98,98,295
407,0,0,0,0,0,0,0,0,0,0,139,130,76,62,201,206,9,104,287,3,4,106,90,299
396,0,0,0,0,0,0,0,0,0,0,117,116,91,72,200,196,12,80,295,3,6,95,86,338
208,0,0,0,0,0,0,0,72,69,67,0,0,0,0,111,97,0,94,114,0,0,75,46,189
248,0,0,0,0,0,0,0,85,88,75,0,0,0,0,120,128,0,100,146,0,2,86,41,198
266,0,0,0,0,0,0,0,82,91,93,0,0,0,0,130,136,2,94,167,1,2,101,54,217
237,0,0,0,0,0,0,0,66,83,88,0,0,0,0,111,126,2,80,152,2,1,80,43,199
246,0,0,0,0,0,0,0,84,79,83,0,0,0,0,131,115,1,96,146,3,0,80,48,228
645,0,0,0,0,0,0,0,98,75,85,102,111,92,82,0,645,0,394,237,11,3,178,25,521
608,0,0,0,0,0,0,0,76,93,70,122,96,87,64,0,608,1,364,231,10,2,157,21,495
568,0,0,0,0,0,0,0,70,74,87,110,97,64,66,0,568,2,327,224,14,1,156,23,479
526,0,0,0,0,0,0,0,69,57,72,102,96,75,55,0,526,5,300,207,12,2,149,23,421
511,0,0,0,0,0,0,0,75,68,59,79,104,65,61,0,511,3,281,218,7,2,138,26,400
542,0,0,0,0,0,0,0,164,199,179,0,0,0,0,240,302,0,109,427,1,5,117,207,519
549,0,0,0,0,0,0,0,159,196,194,0,0,0,0,252,297,0,115,428,1,5,117,201,517
511,0,0,0,0,0,0,0,134,185,192,0,0,0,0,246,265,1,103,402,2,3,103,197,483
476,0,0,0,0,0,0,0,140,151,185,0,0,0,0,240,236,5,101,365,4,1,107,181,465
488,0,0,0,0,0,0,0,171,145,172,0,0,0,0,239,249,4,91,389,0,4,112,191,470
405,24,50,50,121,84,76,0,0,0,0,0,0,0,0,204,201,2,114,283,2,4,100,38,395
388,12,47,51,46,91,72,69,0,0,0,0,0,0,0,197,191,1,109,271,2,5,104,33,379
321,7,47,47,46,30,81,63,0,0,0,0,0,0,0,162,159,0,94,219,3,5,88,37,313
312,10,50,46,49,57,25,75,0,0,0,0,0,0,0,162,150,4,85,216,3,4,83,46,305
291,15,49,47,46,54,54,26,0,0,0,0,0,0,0,152,139,3,69,212,3,4,76,46,283
605,0,0,0,0,0,0,0,85,88,85,96,80,90,81,300,305,9,201,385,2,8,119,64,563
619,0,0,0,0,0,0,0,89,89,90,95,94,79,83,301,318,5,212,392,4,6,127,59,578
622,0,0,0,0,0,0,0,85,91,85,85,98,95,83,297,325,4,210,400,4,4,158,69,583
635,0,0,0,0,0,0,0,91,84,91,89,84,96,100,302,333,3,222,402,4,4,172,73,609
616,0,0,0,0,0,0,0,88,89,83,92,86,80,98,285,331,1,202,404,5,4,179,83,576
423,0,0,0,0,0,0,0,0,0,0,138,107,111,67,224,199,2,179,237,2,3,86,41,392
449,0,0,0,0,0,0,0,0,0,0,132,117,85,115,223,226,5,204,233,4,3,90,40,423
438,0,0,0,0,0,0,0,0,0,0,136,115,94,93,218,220,7,190,233,5,3,101,45,394
433,0,0,0,0,0,0,0,0,0,0,128,108,90,107,223,210,9,167,249,5,3,96,49,357
432,0,0,0,0,0,0,0,0,0,0,146,102,97,87,234,198,8,149,265,8,2,101,43,358
379,0,0,0,0,0,0,0,0,0,0,103,102,94,80,189,190,1,81,289,5,3,91,43,341
402,0,0,0,0,0,0,0,0,0,0,98,104,104,96,189,213,5,79,307,7,4,94,44,362
403,0,0,0,0,0,0,0,0,0,0,96,98,114,95,194,209,3,82,305,9,4,96,45,366
390,0,0,0,0,0,0,0,0,0,0,95,92,103,100,187,203,3,81,294,8,4,95,51,347
387,0,0,0,0,0,0,0,0,0,0,92,94,99,102,198,189,3,91,284,6,3,94,33,357
461,0,0,0,0,0,0,0,0,0,0,131,120,112,98,239,222,26,119,307,3,6,75,18,389
457,0,0,0,0,0,0,0,0,0,0,123,119,113,102,234,223,29,117,300,3,8,81,15,381
460,0,0,0,0,0,0,0,0,0,0,129,114,114,103,246,214,37,118,293,5,7,92,18,412
458,0,0,0,0,0,0,0,0,0,0,137,114,104,103,249,209,32,98,317,4,7,105,27,398
463,0,0,0,0,0,0,0,0,0,0,132,129,102,100,255,208,33,106,309,5,10,106,30,398
374,0,0,0,0,0,0,0,0,0,0,92,104,85,93,205,169,9,114,249,0,2,77,52,340
375,0,0,0,0,0,0,0,0,0,0,97,97,100,81,194,181,6,101,265,0,3,84,43,330
394,0,0,0,0,0,0,0,0,0,0,111,107,85,91,219,175,5,109,277,1,2,97,48,334
397,0,0,0,0,0,0,0,0,0,0,115,134,74,74,225,172,1,113,275,3,5,110,64,339
372,0,0,0,0,0,0,0,0,0,0,117,107,77,71,191,181,1,101,262,2,6,107,77,322
312,36,92,91,93,0,0,0,0,0,0,0,0,0,0,163,149,0,118,183,5,6,52,40,304
506,70,124,107,106,99,0,0,0,0,0,0,0,0,0,262,244,1,179,309,8,9,98,85,451
692,70,139,144,120,106,113,0,0,0,0,0,0,0,0,353,339,3,270,406,6,7,138,120,612
807,65,122,145,136,125,106,108,0,0,0,0,0,0,0,409,398,4,306,480,9,8,203,135,754
797,66,112,137,135,124,113,110,0,0,0,0,0,0,0,385,412,5,292,478,12,10,208,123,747
257,0,77,92,88,0,0,0,0,0,0,0,0,0,0,126,131,4,61,182,0,10,39,97,251
338,0,81,82,88,87,0,0,0,0,0,0,0,0,0,159,179,7,73,246,2,10,81,120,329
425,0,84,80,84,94,83,0,0,0,0,0,0,0,0,205,220,6,93,311,4,11,110,119,411
497,0,76,87,80,86,94,74,0,0,0,0,0,0,0,239,258,5,88,389,6,9,127,126,475
515,0,80,81,86,85,89,94,0,0,0,0,0,0,0,248,267,5,92,403,8,7,114,104,495
464,0,0,0,0,0,0,0,0,0,0,125,141,122,76,224,240,5,131,325,2,1,114,80,424
471,0,0,0,0,0,0,0,0,0,0,113,121,123,114,216,255,4,124,338,4,1,119,88,436
443,0,0,0,0,0,0,0,0,0,0,114,108,103,118,211,232,6,115,314,3,5,128,82,400
394,0,0,0,0,0,0,0,0,0,0,91,105,95,103,197,197,3,99,285,3,4,109,81,370
401,0,0,0,0,0,0,0,0,0,0,128,93,85,95,200,201,6,115,274,2,4,111,70,378
325,0,0,0,0,0,0,0,102,108,115,0,0,0,0,157,168,0,78,245,0,2,115,38,321
287,0,0,0,0,0,0,0,89,101,97,0,0,0,0,147,140,0,65,220,0,2,118,43,282
319,0,0,0,0,0,0,0,140,85,94,0,0,0,0,161,158,1,74,240,1,3,105,52,315
320,0,0,0,0,0,0,0,110,131,79,0,0,0,0,162,158,2,74,241,2,1,105,61,319
332,0,0,0,0,0,0,0,102,99,131,0,0,0,0,164,168,3,86,237,3,3,109,40,330
156,0,49,56,51,0,0,0,0,0,0,0,0,0,0,62,94,0,12,141,2,1,32,87,155
234,0,49,55,55,75,0,0,0,0,0,0,0,0,0,103,131,0,22,207,2,3,51,125,231
313,0,55,50,64,68,76,0,0,0,0,0,0,0,0,147,166,3,31,273,3,3,71,170,303
