Total.Enrollment,Grade.PK,Grade.K,Grade.1,Grade.2,Grade.3,Grade.4,Grade.5,Grade.6,Grade.7,Grade.8,Grade.9,Grade.10,Grade.11,Grade.12,Female,Male,Asian,Black,Hispanic,Others,White,Disabled.Students,English.Learners,Poverty
661,36,100,101,111,99,112,102,0,0,0,0,0,0,0,318,343,82,42,493,7,37,91,58,569
674,40,104,97,111,116,97,109,0,0,0,0,0,0,0,328,346,81,36,503,11,43,86,70,549
657,34,104,100,97,108,112,102,0,0,0,0,0,0,0,318,339,86,32,474,16,49,95,80,537
648,35,95,101,102,99,104,112,0,0,0,0,0,0,0,306,342,77,23,479,15,54,93,91,523
412,0,0,0,0,0,0,0,0,0,0,114,146,74,78,166,246,10,246,150,3,3,75,25,322
347,0,0,0,0,0,0,0,107,146,94,0,0,0,0,166,181,85,156,72,27,7,73,15,311
409,0,0,0,0,0,0,0,0,0,0,158,92,94,65,170,239,6,243,156,1,3,87,35,317
373,0,0,0,0,0,0,0,0,0,0,122,103,68,80,173,200,6,226,134,4,3,81,39,291
344,0,0,0,0,0,0,0,0,0,0,93,111,74,66,154,190,6,189,140,6,3,74,57,279
349,0,0,0,0,0,0,0,0,0,0,95,94,72,88,176,173,7,184,148,6,4,67,65,269
150,0,0,0,0,0,0,0,0,0,0,150,0,0,0,74,76,16,92,36,1,5,1,2,130
221,0,0,0,0,0,0,0,0,0,0,135,0,0,86,109,112,21,141,53,3,3,1,1,174
275,0,0,0,0,0,0,0,0,0,0,177,0,0,98,140,135,24,181,59,10,1,20,1,195
291,0,0,0,0,0,0,0,0,0,0,170,0,0,121,138,153,26,193,55,14,3,25,0,234
299,0,0,0,0,0,0,0,0,0,0,255,0,0,44,133,166,28,184,52,16,19,27,1,219
642,0,0,0,0,0,0,0,49,76,64,107,129,111,106,297,345,42,321,199,6,74,85,9,476
683,0,0,0,0,0,0,0,72,54,72,129,116,132,108,330,353,46,341,206,7,83,97,10,530
736,0,0,0,0,0,0,0,91,86,61,120,130,113,135,352,384,54,362,209,12,99,109,13,568
804,0,0,0,0,0,0,0,133,93,87,128,121,130,112,404,400,69,356,262,11,106,109,17,602
888,0,0,0,0,0,0,0,136,132,98,143,127,122,130,474,414,77,381,305,18,107,114,18,645
254,36,51,67,58,42,0,0,0,0,0,0,0,0,0,111,143,39,28,163,11,13,34,30,239
306,36,42,59,65,56,48,0,0,0,0,0,0,0,0,138,168,44,32,203,9,18,50,30,289
364,40,41,47,59,72,58,47,0,0,0,0,0,0,0,168,196,59,31,249,9,16,58,40,352
365,36,51,47,49,55,69,58,0,0,0,0,0,0,0,157,208,52,22,268,12,11,69,42,351
340,36,41,54,45,44,55,65,0,0,0,0,0,0,0,150,190,55,17,245,13,10,54,44,316
262,0,0,0,0,0,0,0,90,90,82,0,0,0,0,147,115,16,157,83,1,5,20,12,225
263,0,0,0,0,0,0,0,87,89,87,0,0,0,0,150,113,15,151,88,1,8,22,14,220
260,0,0,0,0,0,0,0,88,86,86,0,0,0,0,139,121,14,147,92,0,7,28,19,210
259,0,0,0,0,0,0,0,87,86,86,0,0,0,0,130,129,12,145,95,1,6,39,18,217
264,0,0,0,0,0,0,0,92,88,84,0,0,0,0,135,129,10,132,113,3,6,44,17,218
90,0,0,0,0,0,0,0,90,0,0,0,0,0,0,43,47,21,47,21,1,0,17,1,79
255,0,0,0,0,0,0,0,154,101,0,0,0,0,0,116,139,54,131,51,14,5,57,8,195
402,0,0,0,0,0,0,0,120,120,162,0,0,0,0,200,202,107,159,78,48,10,84,20,351
366,0,0,0,0,0,0,0,123,122,121,0,0,0,0,179,187,118,127,74,41,6,75,16,335
322,0,0,0,0,0,0,0,0,0,0,115,78,66,63,137,185,12,174,126,1,9,56,45,264
381,0,0,0,0,0,0,0,0,0,0,139,108,66,68,156,225,16,190,166,3,6,68,71,295
417,0,0,0,0,0,0,0,0,0,0,128,125,96,68,164,253,22,185,196,4,10,70,111,310
450,0,0,0,0,0,0,0,0,0,0,117,118,104,111,154,296,29,181,225,6,9,68,126,317
443,0,0,0,0,0,0,0,0,0,0,109,133,118,83,150,293,29,171,225,9,9,78,118,317
479,36,52,72,62,88,88,81,0,0,0,0,0,0,0,223,256,71,26,326,27,29,83,64,405
480,36,70,64,83,56,86,85,0,0,0,0,0,0,0,222,258,72,29,324,30,25,90,68,406
466,40,64,68,68,78,63,85,0,0,0,0,0,0,0,214,252,75,22,323,26,20,92,59,393
454,35,66,66,68,67,80,72,0,0,0,0,0,0,0,209,245,72,21,319,24,18,86,81,371
417,34,62,62,57,62,63,77,0,0,0,0,0,0,0,195,222,77,21,277,26,16,72,64,347
598,0,0,0,0,0,0,0,0,0,0,162,155,147,134,324,274,174,43,258,13,110,90,23,486
602,0,0,0,0,0,0,0,0,0,0,165,149,152,136,321,281,177,44,250,23,108,91,17,477
606,0,0,0,0,0,0,0,0,0,0,163,161,138,144,327,279,182,42,244,28,110,96,15,452
612,0,0,0,0,0,0,0,0,0,0,168,161,148,135,322,290,167,56,240,31,118,110,21,445
621,0,0,0,0,0,0,0,0,0,0,169,163,147,142,324,297,163,52,238,31,137,117,22,464
631,0,0,0,0,0,0,0,72,68,79,126,105,90,91,349,282,52,307,242,16,14,103,57,501
637,0,0,0,0,0,0,0,74,79,73,128,109,84,90,325,312,50,304,247,18,18,111,67,491
624,0,0,0,0,0,0,0,71,73,78,120,105,96,81,332,292,49,271,262,17,25,93,82,476
629,0,0,0,0,0,0,0,72,71,69,122,110,99,86,321,308,53,270,262,17,27,106,89,481
639,0,0,0,0,0,0,0,73,72,73,128,109,92,92,314,325,40,276,279,19,25,101,110,502
441,52,71,62,77,59,63,57,0,0,0,0,0,0,0,229,212,9,128,193,17,94,86,47,373
459,45,64,70,77,77,57,69,0,0,0,0,0,0,0,224,235,14,123,204,16,102,91,46,369
489,53,63,72,75,77,85,64,0,0,0,0,0,0,0,249,240,18,117,226,21,107,97,48,389
491,50,77,67,78,70,70,79,0,0,0,0,0,0,0,250,241,22,109,232,24,104,98,56,376
503,51,81,77,68,81,72,73,0,0,0,0,0,0,0,256,247,26,120,224,21,112,98,59,364
174,0,0,0,0,0,0,0,60,53,61,0,0,0,0,78,96,4,99,53,2,16,50,10,157
190,0,0,0,0,0,0,0,72,63,55,0,0,0,0,84,106,3,111,59,3,14,76,12,174
223,0,0,0,0,0,0,0,79,75,69,0,0,0,0,109,114,5,122,75,4,17,77,19,198
230,0,0,0,0,0,0,0,75,79,76,0,0,0,0,105,125,5,123,77,4,21,72,21,190
228,0,0,0,0,0,0,0,75,76,77,0,0,0,0,113,115,4,116,85,4,19,62,14,203
324,0,0,0,0,0,0,0,112,125,87,0,0,0,0,150,174,2,266,48,2,6,88,43,241
328,0,0,0,0,0,0,0,97,109,122,0,0,0,0,164,164,5,234,80,4,5,91,50,234
307,0,0,0,0,0,0,0,100,97,110,0,0,0,0,150,157,4,196,102,2,3,72,57,213
314,0,0,0,0,0,0,0,109,107,98,0,0,0,0,151,163,4,179,121,4,6,64,49,206
359,0,0,0,0,0,0,0,118,119,122,0,0,0,0,168,191,4,202,141,4,8,78,61,296
1253,0,0,0,0,0,0,0,263,264,262,125,116,116,107,719,534,292,228,231,16,486,8,0,672
1302,0,0,0,0,0,0,0,264,264,264,158,122,114,116,765,537,280,239,234,16,533,30,0,647
1304,0,0,0,0,0,0,0,231,263,264,165,149,121,111,751,553,271,250,230,15,538,70,0,631
1351,0,0,0,0,0,0,0,231,230,264,198,160,147,121,779,572,278,246,251,19,557,125,0,643
1376,0,0,0,0,0,0,0,231,231,231,188,190,157,148,789,587,270,231,274,23,578,159,1,651
354,0,0,0,0,0,0,0,0,0,0,104,101,71,78,154,200,12,168,104,16,54,68,14,233
368,0,0,0,0,0,0,0,0,0,0,110,95,78,85,150,218,13,173,112,17,53,73,19,232
365,0,0,0,0,0,0,0,0,0,0,106,110,57,92,145,220,17,157,120,23,48,87,17,227
328,0,0,0,0,0,0,0,0,0,0,96,98,73,61,127,201,14,144,109,21,40,82,28,282
303,0,0,0,0,0,0,0,0,0,0,85,75,69,74,128,175,13,141,103,17,29,73,26,270
541,60,74,49,67,48,52,58,53,40,40,0,0,0,0,304,237,21,398,93,15,14,27,0,460
534,58,79,63,59,52,44,47,45,50,37,0,0,0,0,292,242,20,369,98,35,12,31,0,433
524,59,68,77,56,51,45,45,36,44,43,0,0,0,0,290,234,22,366,94,27,15,37,0,390
478,53,70,56,70,46,42,42,26,31,42,0,0,0,0,270,208,15,342,87,22,12,33,1,405
428,42,58,50,48,60,46,43,27,24,30,0,0,0,0,230,198,15,299,89,16,9,29,1,339
312,0,0,0,0,0,0,0,0,0,0,101,110,101,0,153,159,11,178,105,7,11,64,18,211
397,0,0,0,0,0,0,0,0,0,0,139,140,49,69,185,212,21,205,132,24,15,85,22,246
392,0,0,0,0,0,0,0,0,0,0,133,132,62,65,180,212,20,201,136,22,13,78,18,252
370,0,0,0,0,0,0,0,0,0,0,134,115,63,58,185,185,19,186,129,17,19,70,28,287
329,0,0,0,0,0,0,0,0,0,0,106,104,43,76,159,170,18,172,108,14,17,80,32,260
373,36,85,81,103,68,0,0,0,0,0,0,0,0,0,171,202,4,160,200,3,6,61,73,353
435,36,81,95,89,75,59,0,0,0,0,0,0,0,0,195,240,6,173,246,6,4,76,103,410
542,54,91,79,83,91,79,65,0,0,0,0,0,0,0,256,286,8,229,294,8,3,111,107,492
559,54,79,102,69,79,97,79,0,0,0,0,0,0,0,273,286,10,231,308,7,3,105,115,483
554,51,83,93,77,73,80,97,0,0,0,0,0,0,0,288,266,9,214,320,8,3,98,116,490
853,0,0,0,0,0,0,0,0,0,0,338,246,142,127,373,480,64,685,89,10,5,191,50,632
679,0,0,0,0,0,0,0,0,0,0,319,179,110,71,298,381,53,518,87,15,6,145,46,516
459,0,0,0,0,0,0,0,0,0,0,138,160,101,60,208,251,42,341,59,15,2,94,20,344
382,0,0,0,0,0,0,0,0,0,0,132,74,83,93,155,227,36,261,60,22,3,74,24,301
334,0,0,0,0,0,0,0,0,0,0,96,99,63,76,142,192,34,229,45,22,4,72,27,284
2225,0,0,0,0,0,0,0,0,0,0,743,586,491,405,972,1253,673,344,1054,60,94,380,432,1854
2175,0,0,0,0,0,0,0,0,0,0,691,565,500,419,929,1246,632,288,1055,88,112,347,463,1858
1950,0,0,0,0,0,0,0,0,0,0,548,575,390,437,815,1135,642,228,946,42,92,310,421,1562
1813,0,0,0,0,0,0,0,0,0,0,471,530,414,398,795,1018,594,196,879,58,86,270,457,1467
1681,0,0,0,0,0,0,0,0,0,0,491,462,343,385,769,912,533,204,788,87,69,239,415,1330
2838,0,0,0,0,0,0,0,0,0,0,798,698,707,635,1251,1587,739,740,1096,170,93,417,532,2501
2634,0,0,0,0,0,0,0,0,0,0,699,650,656,629,1170,1464,721,620,998,216,79,412,512,2345
2386,0,0,0,0,0,0,0,0,0,0,727,545,567,547,1039,1347,761,559,869,127,70,380,423,1908
2215,0,0,0,0,0,0,0,0,0,0,668,537,516,494,970,1245,747,495,772,128,73,357,434,1808
2281,0,0,0,0,0,0,0,0,0,0,739,610,485,447,1015,1266,776,523,775,139,68,339,382,1794
946,0,0,0,0,0,0,0,0,0,0,234,239,233,240,281,665,333,99,372,32,110,94,4,650
959,0,0,0,0,0,0,0,0,0,0,253,237,234,235,299,660,339,104,341,57,118,107,4,675
973,0,0,0,0,0,0,0,0,0,0,246,261,229,237,314,659,331,93,332,82,135,124,8,683
1015,0,0,0,0,0,0,0,0,0,0,268,253,256,238,340,675,320,98,346,116,135,142,15,655
1027,0,0,0,0,0,0,0,0,0,0,264,270,243,250,344,683,322,102,351,124,128,159,23,606
574,0,0,0,0,0,0,0,132,214,228,0,0,0,0,265,309,97,326,115,30,6,144,47,500
486,0,0,0,0,0,0,0,145,126,215,0,0,0,0,219,267,74,266,103,37,6,121,58,409
370,0,0,0,0,0,0,0,101,133,136,0,0,0,0,166,204,44,205,79,39,3,102,48,313
357,0,0,0,0,0,0,0,123,93,141,0,0,0,0,183,174,63,163,84,46,1,85,57,313
339,0,0,0,0,0,0,0,112,127,100,0,0,0,0,167,172,60,152,75,49,3,67,43,307
604,36,100,118,97,94,86,73,0,0,0,0,0,0,0,287,317,40,357,156,13,38,99,40,580
573,34,67,88,104,96,97,87,0,0,0,0,0,0,0,276,297,44,347,140,13,29,128,36,527
538,33,77,61,90,110,76,91,0,0,0,0,0,0,0,255,283,61,319,122,11,25,137,28,506
498,31,50,75,56,85,113,88,0,0,0,0,0,0,0,234,264,52,294,119,13,20,140,23,474
458,36,46,56,66,58,93,103,0,0,0,0,0,0,0,239,219,55,262,108,10,23,116,22,427
506,46,89,78,91,71,69,62,0,0,0,0,0,0,0,255,251,66,350,67,23,0,108,29,442
569,50,101,100,86,90,72,70,0,0,0,0,0,0,0,281,288,60,387,89,30,3,157,37,455
603,54,104,91,96,89,97,72,0,0,0,0,0,0,0,295,308,78,391,104,25,5,158,40,521
628,53,97,92,96,99,101,90,0,0,0,0,0,0,0,287,341,98,370,121,32,7,179,58,563
601,52,90,77,93,93,92,104,0,0,0,0,0,0,0,285,316,112,326,118,36,9,148,75,544
770,36,130,103,132,127,100,142,0,0,0,0,0,0,0,381,389,136,199,310,108,17,140,108,715
787,64,127,132,108,130,125,101,0,0,0,0,0,0,0,375,412,142,191,329,103,22,147,122,725
801,71,112,134,136,101,127,120,0,0,0,0,0,0,0,385,416,155,177,359,93,17,165,113,744
811,67,122,125,127,137,104,129,0,0,0,0,0,0,0,382,429,183,161,358,92,17,158,134,759
797,77,105,125,123,123,140,104,0,0,0,0,0,0,0,378,419,189,151,341,98,18,129,114,756
573,0,106,123,90,79,93,82,0,0,0,0,0,0,0,260,313,199,42,290,22,20,87,152,376
597,0,107,111,108,93,83,95,0,0,0,0,0,0,0,277,320,201,46,302,31,17,92,144,381
586,0,97,115,104,106,83,81,0,0,0,0,0,0,0,255,331,199,52,295,27,13,94,151,350
577,0,89,91,118,102,96,81,0,0,0,0,0,0,0,271,306,195,50,292,32,8,86,168,326
565,0,89,84,89,114,99,90,0,0,0,0,0,0,0,280,285,181,40,303,34,7,92,147,448
526,33,94,85,78,76,72,88,0,0,0,0,0,0,0,274,252,295,67,124,33,7,91,32,459
496,36,64,93,83,75,74,71,0,0,0,0,0,0,0,255,241,266,60,123,42,5,83,31,408
529,54,82,64,84,86,80,79,0,0,0,0,0,0,0,276,253,281,50,124,67,7,95,54,440
522,54,77,82,66,79,85,79,0,0,0,0,0,0,0,261,261,242,46,131,93,10,87,65,439
513,61,79,74,71,68,84,76,0,0,0,0,0,0,0,259,254,227,41,126,110,9,80,74,422
887,0,0,0,0,0,0,0,262,299,326,0,0,0,0,416,471,121,642,95,21,8,183,40,729
760,0,0,0,0,0,0,0,172,284,304,0,0,0,0,360,400,99,546,84,25,6,174,30,566
605,0,0,0,0,0,0,0,130,197,278,0,0,0,0,269,336,74,435,70,23,3,160,36,492
442,0,0,0,0,0,0,0,129,125,188,0,0,0,0,182,260,49,299,56,34,4,122,28,335
375,0,0,0,0,0,0,0,104,142,129,0,0,0,0,177,198,33,257,55,22,8,109,26,305
556,0,102,89,82,94,97,92,0,0,0,0,0,0,0,275,281,10,490,39,13,4,153,7,464
594,36,80,100,92,84,98,104,0,0,0,0,0,0,0,310,284,15,520,41,14,4,143,11,495
551,44,65,94,88,90,77,93,0,0,0,0,0,0,0,285,266,12,473,47,13,6,132,12,440
525,40,68,71,92,86,95,73,0,0,0,0,0,0,0,272,253,12,451,44,13,5,125,16,417
523,33,76,72,63,96,90,93,0,0,0,0,0,0,0,269,254,14,442,39,22,6,118,16,399
638,0,98,115,111,111,106,97,0,0,0,0,0,0,0,297,341,197,46,383,0,12,95,179,593
657,0,103,114,110,114,108,108,0,0,0,0,0,0,0,318,339,193,42,406,3,13,101,181,471
643,0,103,122,107,99,105,107,0,0,0,0,0,0,0,319,324,173,39,410,8,13,98,191,400
646,0,110,101,121,109,103,102,0,0,0,0,0,0,0,330,316,166,43,412,11,14,107,214,383
656,0,98,117,102,122,114,103,0,0,0,0,0,0,0,317,339,160,41,425,22,8,116,224,522
931,72,187,188,170,63,109,142,0,0,0,0,0,0,0,480,451,518,109,252,15,37,132,311,623
942,65,182,189,170,158,68,110,0,0,0,0,0,0,0,496,446,515,87,284,23,33,149,288,589
934,35,138,178,188,164,161,70,0,0,0,0,0,0,0,486,448,467,80,315,34,38,174,296,541
1016,36,130,154,173,194,169,160,0,0,0,0,0,0,0,503,513,494,91,349,40,42,190,314,587
944,35,132,127,135,163,184,168,0,0,0,0,0,0,0,478,466,477,74,317,35,41,160,284,734
839,0,116,131,129,119,128,122,94,0,0,0,0,0,0,382,457,189,60,324,23,243,148,93,567
850,0,123,133,132,137,123,126,76,0,0,0,0,0,0,378,472,199,58,339,24,230,157,96,576
836,0,111,125,127,129,136,123,85,0,0,0,0,0,0,372,464,184,54,338,28,232,173,89,560
810,0,114,112,114,126,134,127,83,0,0,0,0,0,0,371,439,168,55,319,29,239,168,96,534
785,0,110,116,110,118,126,125,80,0,0,0,0,0,0,375,410,181,49,296,33,226,160,100,526
587,18,85,88,106,84,91,91,24,0,0,0,0,0,0,287,300,175,14,78,35,285,51,33,130
613,18,110,90,85,104,87,89,30,0,0,0,0,0,0,299,314,190,20,79,44,280,63,29,113
633,18,106,115,95,82,101,90,26,0,0,0,0,0,0,318,315,179,20,94,52,288,73,29,111
668,18,108,112,117,92,84,113,24,0,0,0,0,0,0,346,322,181,26,115,49,297,84,36,121
654,18,117,110,110,110,90,82,17,0,0,0,0,0,0,344,310,178,20,115,53,288,89,35,120
1037,36,180,167,160,178,153,163,0,0,0,0,0,0,0,504,533,392,108,319,45,173,168,116,539
1071,52,200,175,166,155,170,153,0,0,0,0,0,0,0,522,549,386,113,355,42,175,165,120,517
1081,71,163,184,167,175,153,168,0,0,0,0,0,0,0,521,560,399,113,352,44,173,194,99,485
1051,70,167,152,182,163,178,139,0,0,0,0,0,0,0,495,556,371,109,349,44,178,183,102,442
1016,71,148,173,134,175,157,158,0,0,0,0,0,0,0,489,527,359,98,352,44,163,169,111,585
852,36,141,143,129,137,117,149,0,0,0,0,0,0,0,408,444,313,162,102,266,9,95,26,736
888,36,157,161,135,129,145,125,0,0,0,0,0,0,0,427,461,388,167,96,224,13,107,35,737
949,36,137,173,177,154,130,142,0,0,0,0,0,0,0,474,475,461,182,109,184,13,124,36,761
939,36,123,149,176,178,149,128,0,0,0,0,0,0,0,473,466,501,168,113,141,16,119,44,745
928,36,115,132,142,177,169,157,0,0,0,0,0,0,0,446,482,495,154,121,136,22,111,35,763
873,0,123,150,158,142,150,150,0,0,0,0,0,0,0,421,452,230,29,302,13,299,137,154,569
847,0,124,124,148,160,146,145,0,0,0,0,0,0,0,404,443,213,21,290,17,306,146,152,573
821,0,128,125,126,146,153,143,0,0,0,0,0,0,0,395,426,200,18,257,21,325,143,130,547
773,0,117,120,129,124,139,144,0,0,0,0,0,0,0,359,414,182,14,236,16,325,138,132,496
750,0,123,115,127,122,129,134,0,0,0,0,0,0,0,352,398,193,11,236,23,287,133,134,470
599,36,74,100,97,97,91,104,0,0,0,0,0,0,0,293,306,12,422,105,52,8,114,18,568
550,31,76,86,91,92,95,79,0,0,0,0,0,0,0,265,285,15,399,86,45,5,109,11,498
521,32,74,75,74,82,84,100,0,0,0,0,0,0,0,245,276,17,370,87,41,6,95,19,488
452,36,61,75,68,67,67,78,0,0,0,0,0,0,0,218,234,23,313,78,32,6,79,19,417
473,34,68,70,80,74,79,68,0,0,0,0,0,0,0,234,239,23,317,102,23,8,81,29,427
809,36,147,166,123,119,107,111,0,0,0,0,0,0,0,403,406,295,26,119,66,303,92,41,214
818,54,122,147,155,123,121,96,0,0,0,0,0,0,0,406,412,298,23,131,77,289,100,42,205
869,54,171,126,139,150,113,116,0,0,0,0,0,0,0,428,441,311,26,154,72,306,107,45,190
895,54,163,159,122,136,148,113,0,0,0,0,0,0,0,429,466,328,26,163,66,312,111,40,171
893,54,154,152,148,113,126,146,0,0,0,0,0,0,0,420,473,325,11,170,68,319,115,40,192
1476,0,0,0,0,0,0,0,482,468,474,52,0,0,0,680,796,334,189,313,20,620,248,175,930
1529,0,0,0,0,0,0,0,487,502,467,73,0,0,0,728,801,362,195,335,26,611,233,166,874
1608,0,0,0,0,0,0,0,512,501,496,99,0,0,0,780,828,381,163,362,40,662,237,150,795
1572,0,0,0,0,0,0,0,486,532,507,47,0,0,0,799,773,367,124,384,51,646,238,146,832
1636,0,0,0,0,0,0,0,542,528,533,33,0,0,0,817,819,380,132,402,59,663,244,157,874
670,54,111,104,108,113,94,86,0,0,0,0,0,0,0,325,345,87,385,115,71,12,128,39,616
676,54,97,119,96,100,107,103,0,0,0,0,0,0,0,315,361,98,383,118,69,8,142,26,606
699,58,106,108,108,114,94,111,0,0,0,0,0,0,0,309,390,93,383,139,78,6,149,29,646
676,47,99,110,91,109,118,102,0,0,0,0,0,0,0,303,373,95,362,134,79,6,144,44,544
659,71,84,100,98,87,105,114,0,0,0,0,0,0,0,295,364,91,319,148,93,8,126,56,562
708,27,129,126,111,97,108,110,0,0,0,0,0,0,0,336,372,447,44,123,77,17,113,74,651
679,21,109,120,121,111,95,102,0,0,0,0,0,0,0,319,360,431,36,119,77,16,99,81,616
703,29,123,102,121,130,113,85,0,0,0,0,0,0,0,338,365,436,47,125,81,14,97,80,625
740,46,104,127,94,136,120,113,0,0,0,0,0,0,0,361,379,487,49,120,72,12,96,98,658
708,47,82,117,120,95,126,121,0,0,0,0,0,0,0,343,365,472,42,103,70,21,90,98,597
605,0,0,0,0,0,0,0,132,126,111,112,124,0,0,278,327,108,106,227,26,138,120,11,366
722,0,0,0,0,0,0,0,128,122,121,129,105,117,0,348,374,123,135,270,41,153,136,10,461
829,0,0,0,0,0,0,0,132,123,118,119,119,103,115,403,426,141,148,326,47,167,162,14,524
825,0,0,0,0,0,0,0,133,127,120,119,110,116,100,386,439,150,139,338,50,148,163,17,554
841,0,0,0,0,0,0,0,130,127,126,122,116,109,111,402,439,165,144,334,58,140,160,16,598
676,32,113,110,112,108,112,89,0,0,0,0,0,0,0,305,371,233,30,169,22,222,71,63,267
686,31,107,113,112,108,109,106,0,0,0,0,0,0,0,304,382,223,37,176,22,228,80,69,257
704,36,125,109,114,108,107,105,0,0,0,0,0,0,0,319,385,243,30,173,24,234,80,67,264
674,35,104,118,110,108,103,96,0,0,0,0,0,0,0,330,344,222,26,161,32,233,68,81,226
673,30,108,103,108,110,111,103,0,0,0,0,0,0,0,332,341,233,21,168,34,217,60,80,254
731,0,127,129,127,105,121,122,0,0,0,0,0,0,0,360,371,132,9,92,9,489,85,60,449
759,47,126,126,120,119,104,117,0,0,0,0,0,0,0,370,389,163,10,86,11,489,85,63,459
766,46,144,127,123,110,116,100,0,0,0,0,0,0,0,355,411,155,9,88,11,503,103,64,453
786,47,152,131,120,120,105,111,0,0,0,0,0,0,0,363,423,164,10,93,13,506,110,67,452
808,52,129,146,124,120,131,106,0,0,0,0,0,0,0,382,426,163,8,99,14,524,110,78,483
951,0,140,146,134,237,153,141,0,0,0,0,0,0,0,453,498,251,149,513,28,10,156,298,905
937,0,140,140,143,138,224,152,0,0,0,0,0,0,0,460,477,256,133,506,31,11,148,285,902
897,0,136,135,143,138,134,211,0,0,0,0,0,0,0,433,464,247,129,480,28,13,149,302,854
796,0,124,129,136,134,141,132,0,0,0,0,0,0,0,403,393,217,111,437,21,10,122,276,752
760,0,119,106,140,124,135,136,0,0,0,0,0,0,0,387,373,209,99,422,22,8,120,273,735
1011,0,0,0,0,0,0,0,312,338,361,0,0,0,0,471,540,335,94,277,20,285,167,80,572
1038,0,0,0,0,0,0,0,308,366,363,1,0,0,0,467,571,318,90,284,40,306,157,100,533
1057,0,0,0,0,0,0,0,320,367,369,1,0,0,0,474,583,348,78,294,31,306,131,86,496
1036,0,0,0,0,0,0,0,312,355,369,0,0,0,0,476,560,368,69,284,35,280,130,91,414
1055,0,0,0,0,0,0,0,365,344,346,0,0,0,0,497,558,355,70,295,36,299,141,100,445
747,0,127,144,123,120,121,112,0,0,0,0,0,0,0,366,381,288,16,106,54,283,89,48,187
799,0,150,126,139,130,147,107,0,0,0,0,0,0,0,406,393,296,21,104,67,311,99,45,175
901,17,169,152,127,137,160,139,0,0,0,0,0,0,0,461,440,338,20,119,64,360,106,57,194
959,18,173,175,148,124,159,162,0,0,0,0,0,0,0,483,476,355,25,129,69,381,128,57,203
993,18,201,172,165,148,133,156,0,0,0,0,0,0,0,518,475,364,23,118,70,418,114,54,243
604,22,97,105,92,97,95,96,0,0,0,0,0,0,0,299,305,114,113,199,10,168,60,128,489
602,25,85,113,104,94,92,89,0,0,0,0,0,0,0,312,290,96,114,199,16,177,61,136,498
589,18,97,86,105,100,99,84,0,0,0,0,0,0,0,289,300,105,107,177,17,183,57,142,502
602,36,96,96,88,99,94,93,0,0,0,0,0,0,0,290,312,120,102,182,18,180,68,159,494
610,36,104,96,87,92,100,95,0,0,0,0,0,0,0,299,311,129,99,179,19,184,71,177,479
1631,0,0,0,0,0,0,0,500,539,592,0,0,0,0,799,832,605,233,685,17,91,257,280,1025
1606,0,0,0,0,0,0,0,504,528,574,0,0,0,0,755,851,590,200,699,20,97,255,282,915
1572,0,0,0,0,0,0,0,482,535,555,0,0,0,0,729,843,589,210,651,31,91,243,285,851
1644,0,0,0,0,0,0,0,538,535,571,0,0,0,0,762,882,628,243,649,41,83,273,314,859
1630,0,0,0,0,0,0,0,538,533,559,0,0,0,0,756,874,591,267,646,61,65,261,272,1140
689,32,93,108,113,126,116,101,0,0,0,0,0,0,0,328,361,206,60,166,16,241,105,133,513
711,53,84,112,110,120,118,114,0,0,0,0,0,0,0,342,369,208,61,174,12,256,105,127,545
693,36,99,107,113,109,115,114,0,0,0,0,0,0,0,334,359,188,61,157,17,270,105,112,519
707,36,115,115,109,118,105,109,0,0,0,0,0,0,0,353,354,198,60,163,22,264,92,127,527
706,36,92,124,121,109,126,98,0,0,0,0,0,0,0,357,349,229,53,142,25,257,76,151,526
592,0,0,0,0,0,0,0,96,90,89,92,84,73,68,317,275,169,343,54,22,4,44,4,453
611,0,0,0,0,0,0,0,94,96,90,97,84,81,69,339,272,174,328,57,43,9,55,5,476
621,0,0,0,0,0,0,0,92,93,94,88,89,83,82,343,278,183,319,61,49,9,51,4,483
620,0,0,0,0,0,0,0,90,89,92,93,89,86,81,342,278,189,293,64,66,8,65,6,473
646,0,0,0,0,0,0,0,98,96,93,96,90,89,84,362,284,181,327,53,75,10,68,7,462
106,0,0,0,0,0,0,0,106,0,0,0,0,0,0,50,56,9,73,17,5,2,33,7,95
237,0,0,0,0,0,0,0,132,105,0,0,0,0,0,102,135,30,135,54,14,4,61,18,196
322,0,0,0,0,0,0,0,99,126,97,0,0,0,0,148,174,37,188,66,25,6,80,24,232
372,0,0,0,0,0,0,0,127,113,132,0,0,0,0,178,194,60,202,79,28,3,95,36,256
365,0,0,0,0,0,0,0,106,138,121,0,0,0,0,178,187,72,185,74,26,8,94,46,313
203,36,49,42,44,32,0,0,0,0,0,0,0,0,0,107,96,63,2,38,6,94,22,3,32
209,36,50,45,36,42,0,0,0,0,0,0,0,0,0,110,99,78,4,35,6,86,19,1,29
196,36,50,40,40,30,0,0,0,0,0,0,0,0,0,99,97,72,7,39,5,73,21,2,40
208,36,50,45,38,39,0,0,0,0,0,0,0,0,0,107,101,73,6,38,6,85,30,1,50
207,36,50,48,37,36,0,0,0,0,0,0,0,0,0,99,108,80,11,37,5,74,24,1,51
647,0,0,0,0,0,0,0,89,79,82,96,109,89,103,345,302,156,342,118,16,15,92,61,569
